2016-12-22 23:15:45:654: Application Version: 2.2.3.0 built Jan 1, 2010 3:00 am UTC
2016-12-22 23:15:45:654: Microsoft Windows 7 Ultimate Service Pack 1
2016-12-22 23:15:45:654: 6.01 build 7601 Service Pack 1
2016-12-22 23:15:45:654: Username: pablo
2016-12-22 23:24:46:569: OnProcessEvent...missing track
2016-12-22 23:25:02:738: OnProcessEvent...missing track
2016-12-22 23:30:53:065: OnProcessEvent...missing track
2016-12-22 23:30:57:421: OnProcessEvent...missing track
2016-12-22 23:31:09:235: OnProcessEvent...missing track
2016-12-22 23:31:51:282: OnProcessEvent...missing track
2016-12-22 23:32:22:385: OnProcessEvent...missing track
2016-12-22 23:32:31:524: OnProcessEvent...missing track
2016-12-22 23:32:34:727: OnProcessEvent...missing track
2016-12-22 23:33:19:033: OnProcessEvent...missing track
2016-12-22 23:36:12:034: OnProcessEvent...missing track
2016-12-22 23:44:18:509: OnProcessEvent...missing track
2016-12-22 23:44:34:563: OnProcessEvent...missing track
2016-12-22 23:44:35:629: OnProcessEvent...missing track
2016-12-22 23:44:35:632: OnProcessEvent...missing track
2016-12-22 23:44:37:927: OnProcessEvent...missing track
2016-12-22 23:44:48:141: OnProcessEvent...missing track
2016-12-22 23:44:51:284: OnProcessEvent...missing track
2016-12-22 23:44:54:028: OnProcessEvent...missing track
2016-12-22 23:45:00:471: OnProcessEvent...missing track
2016-12-22 23:45:22:547: OnProcessEvent...missing track
2016-12-22 23:45:53:916: OnProcessEvent...missing track
2016-12-22 23:46:37:179: OnProcessEvent...missing track
2016-12-22 23:46:37:179: OnProcessEvent...missing track
2016-12-22 23:47:43:124: OnProcessEvent...missing track
2016-12-22 23:47:43:124: OnProcessEvent...missing track
2016-12-22 23:48:00:411: OnProcessEvent...missing track
2016-12-22 23:48:00:411: OnProcessEvent...missing track
2016-12-22 23:48:00:411: OnProcessEvent...missing track
2016-12-22 23:49:33:065: OnProcessEvent...missing track
2016-12-22 23:49:33:081: OnProcessEvent...missing track
2016-12-22 23:49:34:734: OnProcessEvent...missing track
2016-12-22 23:49:34:734: OnProcessEvent...missing track
2016-12-22 23:50:39:380: OnProcessEvent...missing track
2016-12-22 23:50:39:380: OnProcessEvent...missing track
2016-12-22 23:53:01:408: OnProcessEvent...missing track
2016-12-22 23:54:44:127: OnProcessEvent...missing track
2016-12-22 23:54:59:275: OnProcessEvent...missing track
2016-12-22 23:55:47:688: OnProcessEvent...missing track
2016-12-22 23:55:47:688: OnProcessEvent...missing track
2016-12-22 23:56:53:028: OnProcessEvent...missing track
2016-12-22 23:56:53:028: OnProcessEvent...missing track
2016-12-23 00:00:37:472: OnProcessEvent...missing track
2016-12-23 00:00:37:472: OnProcessEvent...missing track
2016-12-23 00:00:38:564: OnProcessEvent...missing track
2016-12-23 00:00:38:579: OnProcessEvent...missing track
2016-12-23 00:00:38:720: OnProcessEvent...missing track
2016-12-23 00:01:39:711: OnProcessEvent...missing track
2016-12-23 00:01:39:711: OnProcessEvent...missing track
2016-12-23 00:05:38:724: OnProcessEvent...missing track
2016-12-23 00:11:12:843: OnProcessEvent...missing track
2016-12-23 00:12:13:622: OnProcessEvent...missing track
2016-12-23 00:12:28:218: OnProcessEvent...missing track
2016-12-23 00:12:28:219: OnProcessEvent...missing track
2016-12-23 00:13:34:070: OnProcessEvent...missing track
2016-12-23 00:13:34:070: OnProcessEvent...missing track
2016-12-23 00:14:39:179: OnProcessEvent...missing track
2016-12-23 00:16:40:026: OnProcessEvent...missing track
2016-12-23 00:18:41:448: OnProcessEvent...missing track
2016-12-23 00:18:41:448: OnProcessEvent...missing track
2016-12-23 00:19:47:602: OnProcessEvent...missing track
2016-12-23 00:19:47:602: OnProcessEvent...missing track
2016-12-23 00:34:29:184: OnProcessEvent...missing track
2016-12-23 00:39:30:920: OnProcessEvent...missing track
2016-12-23 00:39:43:939: OnProcessEvent...missing track
2016-12-23 00:39:45:135: OnProcessEvent...missing track
2016-12-23 00:43:16:933: OnProcessEvent...missing track
2016-12-23 00:43:19:182: OnProcessEvent...missing track
2016-12-23 00:43:25:503: OnProcessEvent...missing track
2016-12-23 00:43:29:672: OnProcessEvent...missing track
2016-12-23 00:48:00:211: OnProcessEvent...missing track
2016-12-23 00:48:00:212: OnProcessEvent...missing track
2016-12-23 00:48:00:212: OnProcessEvent...missing track
2016-12-23 00:48:41:259: OnProcessEvent...missing track
2016-12-23 00:53:00:728: OnProcessEvent...missing track
2016-12-23 00:54:08:523: OnProcessEvent...missing track
2016-12-23 00:54:10:342: OnProcessEvent...missing track
2016-12-23 00:54:25:341: OnProcessEvent...missing track
2016-12-23 00:54:43:118: OnProcessEvent...missing track
2016-12-23 00:54:44:200: OnProcessEvent...missing track
2016-12-23 00:55:59:679: OnProcessEvent...missing track
2016-12-23 00:56:02:645: OnProcessEvent...missing track
2016-12-23 00:56:04:014: OnProcessEvent...missing track
2016-12-23 00:56:04:570: OnProcessEvent...missing track
2016-12-23 00:56:05:475: OnProcessEvent...missing track
2016-12-23 00:56:08:599: OnProcessEvent...missing track
2016-12-23 00:56:17:630: OnProcessEvent...missing track
2016-12-23 00:56:32:801: OnProcessEvent...missing track
2016-12-23 00:56:34:129: OnProcessEvent...missing track
2016-12-23 00:59:18:832: OnProcessEvent...missing track
2016-12-23 00:59:43:870: OnProcessEvent...missing track
2016-12-23 00:59:55:758: OnProcessEvent...missing track
2016-12-23 01:00:07:851: OnProcessEvent...missing track
2016-12-23 01:00:14:890: OnProcessEvent...missing track
2016-12-23 01:00:16:253: OnProcessEvent...missing track
2016-12-23 01:00:28:573: OnProcessEvent...missing track
2016-12-23 01:00:30:251: OnProcessEvent...missing track
2016-12-23 01:00:36:382: OnProcessEvent...missing track
2016-12-23 01:00:37:980: OnProcessEvent...missing track
2016-12-23 01:00:42:831: OnProcessEvent...missing track
2016-12-23 01:00:44:044: OnProcessEvent...missing track
2016-12-23 01:00:54:001: OnProcessEvent...missing track
2016-12-23 01:01:02:606: OnProcessEvent...missing track
2016-12-23 01:01:05:278: OnProcessEvent...missing track
2016-12-23 01:01:05:391: OnProcessEvent...missing track
2016-12-23 01:01:25:759: OnProcessEvent...missing track
2016-12-23 01:03:25:972: OnProcessEvent...missing track
2016-12-23 01:03:25:973: OnProcessEvent...missing track
2016-12-23 01:03:49:475: OnProcessEvent...missing track
2016-12-23 01:03:56:843: New device: USB\VID_05AC&PID_12A8
2016-12-23 01:04:02:327: OnProcessEvent...missing track
2016-12-23 01:04:03:621: OnProcessEvent...missing track
2016-12-23 01:04:11:053: OnProcessEvent...missing track
2016-12-23 01:04:25:320: OnProcessEvent...missing track
2016-12-23 01:04:26:390: OnProcessEvent...missing track
2016-12-23 01:04:26:390: OnProcessEvent...missing track
2016-12-23 01:04:28:478: OnProcessEvent...missing track
2016-12-23 01:04:29:616: OnProcessEvent...missing track
2016-12-23 01:04:30:694: OnProcessEvent...missing track
2016-12-23 01:04:30:695: OnProcessEvent...missing track
2016-12-23 01:04:30:695: OnProcessEvent...missing track
2016-12-23 01:05:08:421: OnProcessEvent...missing track
2016-12-23 01:05:16:276: OnProcessEvent...missing track
2016-12-23 01:05:37:533: OnProcessEvent...missing track
2016-12-23 01:05:43:529: OnProcessEvent...missing track
2016-12-23 01:05:47:825: OnProcessEvent...missing track
2016-12-23 01:05:47:826: OnProcessEvent...missing track
2016-12-23 01:05:56:444: OnProcessEvent...missing track
2016-12-23 01:05:56:444: OnProcessEvent...missing track
2016-12-23 01:06:13:509: OnProcessEvent...missing track
2016-12-23 01:06:26:498: OnProcessEvent...missing track
2016-12-23 01:07:03:074: OnProcessEvent...missing track
2016-12-23 01:07:03:075: OnProcessEvent...missing track
2016-12-23 01:07:08:595: OnProcessEvent...missing track
2016-12-23 01:08:14:758: OnProcessEvent...missing track
2016-12-23 01:08:26:604: OnProcessEvent...missing track
2016-12-23 01:08:26:614: OnProcessEvent...missing track
2016-12-23 01:09:36:712: OnProcessEvent...missing track
2016-12-23 01:09:36:716: OnProcessEvent...missing track
2016-12-23 01:16:33:529: OnProcessEvent...missing track
2016-12-23 01:16:33:702: OnProcessEvent...missing track
2016-12-23 01:16:33:702: OnProcessEvent...missing track
2016-12-23 01:16:51:947: OnProcessEvent...missing track
2016-12-23 01:16:51:947: OnProcessEvent...missing track
2016-12-23 01:16:52:660: OnProcessEvent...missing track
2016-12-23 01:16:52:660: OnProcessEvent...missing track
2016-12-23 01:17:04:090: OnProcessEvent...missing track
2016-12-23 01:17:04:090: OnProcessEvent...missing track
2016-12-23 01:22:52:398: OnProcessEvent...missing track
2016-12-23 01:25:38:399: OnProcessEvent...missing track
2016-12-23 01:25:38:400: OnProcessEvent...missing track
2016-12-23 01:26:16:267: OnProcessEvent...missing track
2016-12-23 01:27:22:998: OnProcessEvent...missing track
2016-12-23 01:27:50:998: OnProcessEvent...missing track
2016-12-23 01:28:52:866: OnProcessEvent...missing track
2016-12-23 01:28:53:336: OnProcessEvent...missing track
2016-12-23 01:35:14:598: OnProcessEvent...missing track
2016-12-23 01:35:14:598: OnProcessEvent...missing track
2016-12-23 01:35:17:096: OnProcessEvent...missing track
2016-12-23 01:35:17:096: OnProcessEvent...missing track
2016-12-23 01:39:43:373: OnProcessEvent...missing track
2016-12-23 01:39:44:273: OnProcessEvent...missing track
2016-12-23 01:48:00:678: OnProcessEvent...missing track
2016-12-23 01:49:12:798: OnProcessEvent...missing track
2016-12-23 01:49:14:203: OnProcessEvent...missing track
2016-12-23 01:49:14:203: OnProcessEvent...missing track
2016-12-23 01:51:39:876: OnProcessEvent...missing track
2016-12-23 01:53:01:005: OnProcessEvent...missing track
2016-12-23 01:58:50:539: OnProcessEvent...missing track
2016-12-23 01:58:50:540: OnProcessEvent...missing track
2016-12-23 01:59:52:194: OnProcessEvent...missing track
2016-12-23 01:59:52:195: OnProcessEvent...missing track
2016-12-23 02:00:43:998: OnProcessEvent...missing track
2016-12-23 02:01:31:497: OnProcessEvent...missing track
2016-12-23 02:01:31:498: OnProcessEvent...missing track
2016-12-23 02:01:36:398: OnProcessEvent...missing track
2016-12-23 02:02:40:574: OnProcessEvent...missing track
2016-12-23 02:02:40:574: OnProcessEvent...missing track
2016-12-23 02:04:12:598: OnProcessEvent...missing track
2016-12-23 02:04:13:598: OnProcessEvent...missing track
2016-12-23 02:04:18:669: OnProcessEvent...missing track
2016-12-23 02:04:19:854: OnProcessEvent...missing track
2016-12-23 02:04:19:861: OnProcessEvent...missing track
2016-12-23 02:04:19:861: OnProcessEvent...missing track
2016-12-23 02:05:39:981: OnProcessEvent...missing track
2016-12-23 02:05:39:981: OnProcessEvent...missing track
2016-12-23 02:06:34:198: OnProcessEvent...missing track
2016-12-23 02:07:23:716: OnProcessEvent...missing track
2016-12-23 02:09:56:598: OnProcessEvent...missing track
2016-12-23 02:10:07:957: OnProcessEvent...missing track
2016-12-23 02:10:07:958: OnProcessEvent...missing track
2016-12-23 02:13:11:408: OnProcessEvent...missing track
2016-12-23 02:13:15:398: OnProcessEvent...missing track
2016-12-23 02:14:15:995: OnProcessEvent...missing track
2016-12-23 02:14:15:995: OnProcessEvent...missing track
2016-12-23 02:17:02:398: OnProcessEvent...missing track
2016-12-23 02:17:15:551: OnProcessEvent...missing track
2016-12-23 02:17:35:364: OnProcessEvent...missing track
2016-12-23 02:17:35:364: OnProcessEvent...missing track
2016-12-23 02:17:53:936: OnProcessEvent...missing track
2016-12-23 02:18:06:198: OnProcessEvent...missing track
2016-12-23 02:19:01:999: OnProcessEvent...missing track
2016-12-23 02:19:01:999: OnProcessEvent...missing track
2016-12-23 02:21:47:587: OnProcessEvent...missing track
2016-12-23 02:21:47:587: OnProcessEvent...missing track
2016-12-23 02:22:52:380: OnProcessEvent...missing track
2016-12-23 02:22:52:380: OnProcessEvent...missing track
2016-12-23 02:24:56:487: OnProcessEvent...missing track
2016-12-23 02:24:57:543: OnProcessEvent...missing track
2016-12-23 02:32:17:060: OnProcessEvent...missing track
2016-12-23 02:32:18:136: OnProcessEvent...missing track
2016-12-23 02:33:07:217: OnProcessEvent...missing track
2016-12-23 02:33:07:218: OnProcessEvent...missing track
2016-12-23 02:34:13:610: OnProcessEvent...missing track
2016-12-23 02:34:44:500: OnProcessEvent...missing track
2016-12-23 02:34:45:617: OnProcessEvent...missing track
2016-12-23 02:34:45:617: OnProcessEvent...missing track
2016-12-23 02:34:45:618: OnProcessEvent...missing track
2016-12-23 02:35:57:887: OnProcessEvent...missing track
2016-12-23 02:36:03:497: OnProcessEvent...missing track
2016-12-23 02:37:12:275: OnProcessEvent...missing track
2016-12-23 02:37:12:276: OnProcessEvent...missing track
2016-12-23 02:38:23:516: OnProcessEvent...missing track
2016-12-23 02:38:32:202: OnProcessEvent...missing track
2016-12-23 02:39:50:012: OnProcessEvent...missing track
2016-12-23 02:40:03:446: OnProcessEvent...missing track
2016-12-23 02:40:06:690: OnProcessEvent...missing track
2016-12-23 02:40:36:304: OnProcessEvent...missing track
2016-12-23 02:44:38:768: OnProcessEvent...missing track
2016-12-23 02:44:42:383: OnProcessEvent...missing track
2016-12-23 02:46:18:198: OnProcessEvent...missing track
2016-12-23 02:46:18:457: OnProcessEvent...missing track
2016-12-23 02:47:04:198: OnProcessEvent...missing track
2016-12-23 02:47:04:198: OnProcessEvent...missing track
2016-12-23 02:47:13:929: OnProcessEvent...missing track
2016-12-23 02:47:13:929: OnProcessEvent...missing track
2016-12-23 02:47:14:366: OnProcessEvent...missing track
2016-12-23 02:47:14:958: OnProcessEvent...missing track
2016-12-23 02:48:24:355: OnProcessEvent...missing track
2016-12-23 02:48:39:896: OnProcessEvent...missing track
2016-12-23 02:48:39:896: OnProcessEvent...missing track
2016-12-23 02:48:43:537: OnProcessEvent...missing track
2016-12-23 02:48:44:800: OnProcessEvent...missing track
2016-12-23 02:48:44:800: OnProcessEvent...missing track
2016-12-23 02:48:52:298: OnProcessEvent...missing track
2016-12-23 02:51:58:465: OnProcessEvent...missing track
2016-12-23 02:52:12:485: OnProcessEvent...missing track
2016-12-23 02:53:34:483: OnProcessEvent...missing track
2016-12-23 02:53:34:483: OnProcessEvent...missing track
2016-12-23 02:53:34:483: OnProcessEvent...missing track
2016-12-23 02:54:00:399: OnProcessEvent...missing track
2016-12-23 02:54:18:416: OnProcessEvent...missing track
2016-12-23 02:54:41:781: OnProcessEvent...missing track
2016-12-23 02:54:41:781: OnProcessEvent...missing track
2016-12-23 02:55:16:461: OnProcessEvent...missing track
2016-12-23 02:55:33:572: OnProcessEvent...missing track
2016-12-23 02:55:46:121: OnProcessEvent...missing track
2016-12-23 02:56:04:832: OnProcessEvent...missing track
2016-12-23 02:56:34:305: OnProcessEvent...missing track
2016-12-23 02:56:46:555: OnProcessEvent...missing track
2016-12-23 02:56:46:555: OnProcessEvent...missing track
2016-12-23 02:57:02:296: OnProcessEvent...missing track
2016-12-23 02:57:02:296: OnProcessEvent...missing track
2016-12-23 02:57:02:296: OnProcessEvent...missing track
2016-12-23 02:57:02:296: OnProcessEvent...missing track
2016-12-23 02:57:30:033: OnProcessEvent...missing track
2016-12-23 02:57:30:277: OnProcessEvent...missing track
2016-12-23 02:57:30:278: OnProcessEvent...missing track
2016-12-23 02:57:30:278: OnProcessEvent...missing track
2016-12-23 02:57:31:271: OnProcessEvent...missing track
2016-12-23 02:57:31:271: OnProcessEvent...missing track
2016-12-23 02:57:31:278: OnProcessEvent...missing track
2016-12-23 02:57:31:278: OnProcessEvent...missing track
2016-12-23 02:57:31:278: OnProcessEvent...missing track
2016-12-23 02:57:33:511: OnProcessEvent...missing track
2016-12-23 02:57:33:511: OnProcessEvent...missing track
2016-12-23 02:57:33:511: OnProcessEvent...missing track
2016-12-23 02:57:35:516: OnProcessEvent...missing track
2016-12-23 02:57:38:680: OnProcessEvent...missing track
2016-12-23 02:57:44:084: OnProcessEvent...missing track
2016-12-23 02:58:25:212: OnProcessEvent...missing track
2016-12-23 02:58:30:436: OnProcessEvent...missing track
2016-12-23 02:58:31:424: OnProcessEvent...missing track
2016-12-23 02:58:31:424: OnProcessEvent...missing track
2016-12-23 02:58:36:862: OnProcessEvent...missing track
2016-12-23 02:58:42:151: OnProcessEvent...missing track
2016-12-23 02:58:44:197: OnProcessEvent...missing track
2016-12-23 02:58:44:197: OnProcessEvent...missing track
2016-12-23 02:58:44:608: New device: USB\VID_05AC&PID_12A8
2016-12-23 02:58:45:302: OnProcessEvent...missing track
2016-12-23 02:58:48:438: OnProcessEvent...missing track
2016-12-23 02:59:07:842: OnProcessEvent...missing track
2016-12-23 02:59:07:842: OnProcessEvent...missing track
2016-12-23 02:59:07:842: OnProcessEvent...missing track
2016-12-23 02:59:11:056: New device: USB\VID_045E&PID_07FD
2016-12-23 02:59:12:040: OnProcessEvent...missing track
2016-12-23 02:59:12:040: OnProcessEvent...missing track
2016-12-23 02:59:12:040: OnProcessEvent...missing track
2016-12-23 02:59:12:270: OnProcessEvent...missing track
2016-12-23 02:59:13:061: OnProcessEvent...missing track
2016-12-23 02:59:17:738: OnProcessEvent...missing track
2016-12-23 02:59:30:719: OnProcessEvent...missing track
2016-12-23 02:59:32:582: OnProcessEvent...missing track
